ID,Type,Name,Jursidiction,Region,Cluster,Jurisdiction Groups,Year Start,Year End,Name Status,Name Change Year,Number of name changes,Additional types,Central node,Note,Source,Source 2,Source 3,Longitude,Latitude
178,Individual,Nenad Grozdanic ,,,Quadream Inc; InReach Technologies Limited,Israel,2016,2023,Unchanged,,,,Quadream,Founders of InReach; Consortium agreement for Quadream to sell spyware outside of Israel to EU,https://cyprusregistry.com/companies/HE/373827,https://citizenlab.ca/2023/04/spyware-vendor-quadream-exploits-victims-customers/,,,
179,Individual,Christos Shiakallis,,,Quadream Inc; InReach Technologies Limited,Israel,2016,2023,Unchanged,,,,Quadream,Founders of InReach; Consortium agreement for Quadream to sell spyware outside of Israel to EU,https://cyprusregistry.com/companies/HE/373828,https://citizenlab.ca/2023/04/spyware-vendor-quadream-exploits-victims-customers/,,,
180,Individual,Doron Breiter,,,Quadream Inc; InReach Technologies Limited,Israel,2016,2023,Unchanged,,,,Quadream,Founders of InReach; Consortium agreement for Quadream to sell spyware outside of Israel to EU,https://cyprusregistry.com/companies/HE/373829,https://citizenlab.ca/2023/04/spyware-vendor-quadream-exploits-victims-customers/,,,
181,Individual,Savvas Angelides ,,,Quadream Inc; InReach Technologies Limited,Israel,2010,2018,Unchanged,,,,Quadream,Director of A.I.L.; to become the Minister of Defense (MoD) of Cyprus in 2018 so he steps down from company a month before his appointment as MoD  of Cyprus.,https://citizenlab.ca/2023/04/spyware-vendor-quadream-exploits-victims-customers/,,,,
182,Individual,Individual,,,Quadream Inc; InReach Technologies Limited,Israel,2010,2023,Unchanged,,,,Quadream,,https://citizenlab.ca/2023/04/spyware-vendor-quadream-exploits-victims-customers/,,,,
183,Individual,Ori Ashkenazi,,,Quadream Inc; InReach Technologies Limited,Israel,2016,2023,Unchanged,,,,Quadream,,https://en.checkid.co.il/company/QUADREAM+LTD-0O3P698-515397651,,,,
184,Individual,Roy Glasberg Keller,,,Quadream Inc; InReach Technologies Limited,Israel,2016,2023,Unchanged,,,,Quadream,Roy is the sole shareholder in InReach and lives in the United States ,https://citizenlab.ca/2023/04/spyware-vendor-quadream-exploits-victims-customers/,,,,
186,Vendor,Paragon Solutions,Israel,Middle East and North Africa,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,,https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b4,,,35.2035,31.7717
187,Subsidiary,Paragon Solutions US,United States,North America,Paragon,Israel,2022,2023,Unchanged,,,,Paragon Solutions,,"[We have a PDF] https://acusorg.sharepoint.com/:b:/r/sites/CyberStatecraftInitiative/Shared%20Documents/Research/Proliferation/Spyware/Resources/Paragon/israeli-cyber-firm-paragon-beefs-up-us-subsidiary,110037838-art.pdf?csf=1&web=1&e=QaWrR2",,,-77.032,38.8895
188,Individual,Ehud Schneorson ,,,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,"Founder + Director + Chief Shareholder; Former commander of Israel's NSA equivalent, Unit 8200",https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b4,,,,
189,Individual,Idan Nurick,,,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,CEO,https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b5,,,,
190,Individual,Igor Bogudlov,,,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,CTO,https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b6,,,,
191,Individual,Liad Avraham,,,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,Vice President of Research,https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b7,,,,
192,Investor,Battery Ventures (Israel),Israel,Middle East and North Africa,Paragon,Israel,2020,2023,Unchanged,,,,Paragon Solutions,"2020: Funds titled Battery XIII; Battery XIII SF
2021: Battery Select Fund I
2022: Battery XIV; Battery Select Fund II",,,,35.2035,31.7717
193,Investor,Battery Ventures (United Kingdom),United Kingdom,Europe and Eurasia,Paragon,Israel,2020,2023,Unchanged,,,,Paragon Solutions,"2020: Funds titled Battery XIII; Battery XIII SF
2021: Battery Select Fund I
2022: Battery XIV; Battery Select Fund II",,,,-0.126236,51.5002
194,Investor,Battery Ventures (United States),United States,North America,Paragon,Israel,2020,2023,Unchanged,,,,Paragon Solutions,"2020: Funds titled Battery XIII; Battery XIII SF
2021: Battery Select Fund I
2022: Battery XIV; Battery Select Fund II",,,,-77.032,38.8895
195,Investor,Blumberg Capital,United States,North America,Paragon,Israel,2023,2023,Unchanged,,,,Paragon Solutions,Ehud Schneorson has a relationship with this venture capital firm,https://www.crunchbase.com/hub/blumberg-capital-alumni-founded-companies,,,-77.032,38.8895
196,Investor,Red Dot Capital,Israel,Middle East and North Africa,Paragon,Israel,2023,2023,Unchanged,,,,Paragon Solutions,,[We have a PDF] https://acusorg.sharepoint.com/sites/CyberStatecraftInitiative/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FCyberStatecraftInitiative%2FShared%20Documents%2FResearch%2FProliferation%2FSpyware%2FResources%2FParagon%2Finvestors%2Fparagon%2Dnso%2Ds%2Dsuccessor%2Das%2Dnew%2Dstar%2Dof%2Dcyber%2Dinfiltration%2Dtakes%2Don%2Dnew%2Dinvestors%2C109764385%2Dart%2Epdf&parent=%2Fsites%2FCyberStatecraftInitiative%2FShared%20Documents%2FResearch%2FProliferation%2FSpyware%2FResources%2FParagon%2Finvestors,,,35.2035,31.7717
197,Individual,Aaron Rinberg ,,,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,Based in Massachussets; VP of Battery is a board observer at Paragon in Israel; Battery Select Fund II  ,https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b4,https://www.battery.com/list-of-all-companies/,,,
198,Individual,Individual,,,Paragon,Israel,2019,2023,Unchanged,,,,Paragon Solutions,,https://www.forbes.com/sites/thomasbrewster/2021/07/29/paragon-is-an-nso-competitor-and-an-american-funded-israeli-surveillance-startup-that-hacks-encrypted-apps-like-whatsapp-and-signal/?sh=3872ffa153b4,,,,
199,Vendor,Verint Systems Inc.,United States,North America,Cognyte,Israel,2014,2020,Unchanged,,,Investor NSO Group,Verint Systems Inc.,,https://www.apax.com/news-views/verint-announces-plan-to-separate-into-two-independent-publicly-traded-companies/,,,-77.032,38.8895
200,Subsidiary,UTX Technologies Limited,Cyprus,Europe and Eurasia,Cognyte,Israel,2014,2014,Unchanged,,,,Verint Systems Inc.,"Verint completed the acquisition of all of the outstanding shares of UTX Technologies Limited (“UTX”), a provider of certain mobile device tracking solutions for security applications, from UTX Limited.",https://www.sec.gov/Archives/edgar/data/1824814/000119312521008526/d52351d20fr12ba.htm,,,33.3736,35.1676
201,Subsidiary,Blink,Israel,Middle East and North Africa,Cognyte,Israel,2018,2018,Unchanged,,,,Verint Systems Inc.,Verint's cryptocurrency business,"https://www.intelligenceonline.com/surveillance--interception/2021/08/31/cognyte-takes-over-verint-s-cryptocurrency-investigation-business,109688079-art",,,35.2035,31.7717
202,Subsidiary,Cognyte Software Ltd. (United States),United States,North America,Cognyte,Israel,2020,2020,Unchanged,,,,Verint Systems Inc.,Established as part of Verint,https://www.sec.gov/Archives/edgar/data/1824814/000119312521008526/d52351d20fr12ba.htm,"https://www.calcalistech.com/ctech/articles/0,7340,L-3890984,00.html",https://en.globes.co.il/en/article-israeli-companies-face-trojan-horse-dilemma-1001396123,-77.032,38.8895
203,Vendor,Verint Systems Ltd.,Israel,Middle East and North Africa,Cognyte,Israel,2015,2017,Unchanged,,,,Verint Systems Inc.,Subsidiary of Verint Systems Inc.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3891006,00.html",https://www.amnesty.org/en/documents/afr65/3577/2021/en/,,35.2035,31.7717
204,Subsidiary,ACE Labs,,,Cognyte,Israel,2022,2022,Unchanged,,,,Verint Systems Inc.,Shut down.,https://www.calcalistech.com/ctechnews/article/skywpqry9,https://www.calcalistech.com/ctechnews/article/r1yexabyi,https://en.globes.co.il/en/article-israeli-companies-face-trojan-horse-dilemma-1001396123,,
205,Vendor,Cognyte Software Ltd. (Israel),Israel,Middle East and North Africa,Cognyte,Israel,2021,2023,Unchanged,,,,Verint Systems Inc.,Verint split into two independent companies. Evercore acted as lead financial advisor to Cognyte on the separation; Cognyte the vendor,https://opencorporates.com/companies/us_va/F1373291/events,https://www.cbinsights.com/company/cognyte-software,https://www.sec.gov/edgar/browse/?CIK=1824814&owner=exclude,35.2035,31.7717
206,Subsidiary,Cognyte Analytics India Private Limited    ,India,South Asia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,77.225,28.6353
207,Subsidiary,Cognyte Brasil S.A.,Brazil,Latin America and Caribbean,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,-47.9292,-15.7801
208,Subsidiary,Cognyte Bulgaria EOOD,Bulgaria,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,23.3238,42.7105
209,Subsidiary,Cognyte Canada Inc.,Canada,North America,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,-75.6919,45.4215
210,Subsidiary,Cognyte Software LP,United States,North America,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,-77.032,38.8895
211,Subsidiary,"Cognyte Software México, S.A. de C.V.",Mexico,Latin America and Caribbean,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,-99.1276,19.427
212,Subsidiary,Cognyte Software UK Limited,United Kingdom,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,-0.126236,51.5002
213,Subsidiary,Cognyte Solutions Ltd.    ,Israel,Middle East and North Africa,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,35.2035,31.7717
214,Subsidiary,Cognyte Systems Ltd.,Israel,Middle East and North Africa,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,35.2035,31.7717
215,Subsidiary,Cognyte Taiwan Ltd.,Taiwan,East Asia and Pacific,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,121.597366,25.105497
216,Subsidiary,Cognyte Technologies Israel Ltd.    ,Israel,Middle East and North Africa,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,35.2035,31.7717
217,Subsidiary,Cognyte Technology Inc.    ,United States,North America,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,-77.032,38.8895
218,Subsidiary,Focal Info Israel Ltd. (In dissolution)    ,Israel,Middle East and North Africa,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,35.2035,31.7717
219,Subsidiary,Gita Technologies Ltd.,Israel,Middle East and North Africa,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,35.2035,31.7717
220,Subsidiary,Syborg GmbH    ,Germany,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,13.4115,52.5235
221,Subsidiary,Syborg Grundbesitz GmbH,Germany,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,13.4115,52.5235
222,Subsidiary,Syborg Informationsysteme b.h. OHG,Germany,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,13.4115,52.5235
224,Subsidiary,Cognyte Netherlands B.V.    ,Netherlands,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,4.89095,52.3738
225,Subsidiary,Cognyte Romania S.R.L.    ,Romania,Europe and Eurasia,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,,https://www.sec.gov/Archives/edgar/data/1824814/000182481421000007/exhibit81.htm,https://www.dnb.com/site-search-results.html#BusinessDirectoryPageNumber=1&BusinessDirectorySearch=cognyte&ContactDirectoryPageNumber=1&MarketplacePageNumber=1&SiteContentPageNumber=1&tab=Business%20Directory,,26.0979,44.4479
226,Individual,Daniel (Dan) Bodner,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce37,,,,
227,Individual,Udi Levy,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Udi Levy worked at Verint from 2010-2015.,https://www.linkedin.com/in/udi-levy-28a976b/details/experience/,"https://www.intelligenceonline.com/surveillance--interception/2020/05/27/covid-19-pandemic-brings-cobwebs-into-the-light,108407395-art",,,
228,Individual,Shay Attias,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Shay Attias worked at Verint from 2011-2015.,https://www.linkedin.com/in/shay-attias-10064a13/?originalSubdomain=il,"https://www.intelligenceonline.com/surveillance--interception/2020/05/27/covid-19-pandemic-brings-cobwebs-into-the-light,108407395-art",,,
229,Individual,Yuval Altman,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Founder of Blink. Yuval Altman is a a former member of Israeli interceptions agency Unit 8200,"https://www.intelligenceonline.com/surveillance--interception/2021/08/31/cognyte-takes-over-verint-s-cryptocurrency-investigation-business,109688079-art",,,,
230,Individual,Jason Wright ,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Partner of Apax Partners,https://www.apax.com/news-views/verint-announces-plan-to-separate-into-two-independent-publicly-traded-companies/,,,,
231,Individual,Elad Sharon ,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,CEO,https://opencorporates.com/companies/us_va/F1373291/events,https://www.cbinsights.com/company/cognyte-software,https://www.sec.gov/edgar/browse/?CIK=1824814&owner=exclude,,
232,Individual,David Abadi ,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,CFO,https://opencorporates.com/companies/us_va/F1373291/events,https://www.cbinsights.com/company/cognyte-software,https://www.sec.gov/edgar/browse/?CIK=1824814&owner=exclude,,
233,Individual,Gil Cohen,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Chief Product Officer,https://www.bloomberg.com/quote/CGNTV:US?sref=a9fBmPFG,,,,
242,Holding Company,Comverse Technology Inc.,United States,North America,Cognyte,Israel,1999,2012,Unchanged,,,,Verint Systems Inc.,,https://www.globenewswire.com/news-release/2012/08/13/482656/19181/en/Comverse-Technology-Inc-Holding-Company-Agrees-to-be-Acquired-by-Verint-Systems-Inc-Transaction-to-Follow-the-Planned-Spin-Off-of-Comverse-Inc.html,,,-77.032,38.8895
243,Investor,Vista Equity Partners,United States,North America,Cognyte,Israel,2019,2019,Unchanged,,,,Verint Systems Inc.,Largest shareholder,https://dcf.fm/blogs/blog/cgnt-history-mission-ownership,,,-77.032,38.8895
244,Investor,Valor Parent LP/ Apax Funds of Apax Partners,United Kingdom,Europe and Eurasia,Cognyte,Israel,2019,2021,Unchanged,,,,Verint Systems Inc.,$400 million in Verint Systems Inc.,https://www.apax.com/news-views/verint-announces-plan-to-separate-into-two-independent-publicly-traded-companies/,"https://www.calcalistech.com/ctech/articles/0,7340,L-3775241,00.html",https://www.sec.gov/Archives/edgar/data/1824814/000119312521008526/d52351d20fr12ba.htm,-0.126236,51.5002
245,Investor,Neuberger Berman Group LLC ,United States,North America,Cognyte,Israel,2019,2019,Unchanged,,,,Verint Systems Inc.,Owns 2.7% stake in Verint,"https://www.calcalistech.com/ctech/articles/0,7340,L-3775241,00.html",,,-77.032,38.8895
247,Investor,Norwegian Government Pension Fund Global,Norway,Europe and Eurasia,Cognyte,Israel,2022,2022,Unchanged,,,,Verint Systems Inc.,"Funding stopped.
At the close of 2021, the GPFG owned 0.87 per cent of the company’s shares, worth NOK 79
million",https://www.calcalistech.com/ctechnews/article/rknpushfs,https://www.calcalistech.com/ctechnews/article/r1yexabyi,https://files.nettsteder.regjeringen.no/wpuploads01/sites/275/2022/12/Rec-Cognyte-ENG.pdf,10.7387,59.9138
248,Individual,Charles Burdick,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Chairman and Chief Executive Officer of Comverse Technology Inc.,https://www.globenewswire.com/news-release/2012/08/13/482656/19181/en/Comverse-Technology-Inc-Holding-Company-Agrees-to-be-Acquired-by-Verint-Systems-Inc-Transaction-to-Follow-the-Planned-Spin-Off-of-Comverse-Inc.html,,,,
249,Individual,Earl Shanks,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce38,,,,
250,Individual,Richard Nottenburg,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce39,,,,
251,Individual,Dafna Sharir,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce40,,,,
252,Individual,Zvika Naggan,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce41,,,,
253,Individual,Karmit Shilo,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce42,,,,
254,Individual,Sharon Chouli,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce43,,,,
255,Individual,Ziv Levi,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce44,,,,
256,Individual,Rini Karlin,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce45,,,,
257,Individual,Avi Schechter,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce46,,,,
258,Individual,Amit Daniel,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce47,,,,
259,Individual,Miki Migdal,,,Cognyte,Israel,2014,2023,Unchanged,,,,Verint Systems Inc.,Directors and Executive Officers,https://cognyte.gcs-web.com/static-files/798ceabb-7dfa-4492-874b-7d236e86ce48,,,,
263,Individual,John Alexander Louthean Nelson ,,,Gamma Group,None,2007,2023,Unchanged,,,,Gamma Group International SAL ,Involved in Gamma Group Investment base. Family members.,https://find-and-update.company-information.service.gov.uk/company/03684793,https://www.theguardian.com/uk/2012/nov/28/offshore-company-directors-military-intelligence,,,
264,Individual,Pauline Louise Nelson,,,Gamma Group,None,2007,2023,Unchanged,,,,Gamma Group International SAL ,Involved in Gamma Group Investment base. Family members.,https://find-and-update.company-information.service.gov.uk/company/03684793,https://www.theguardian.com/uk/2012/nov/28/offshore-company-directors-military-intelligence,,,
265,Vendor,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,India,South Asia,CyberRoot,India,2013,2023,Changed,2020,1,Partner BellTrox,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,"Also known as Cyber Root is a company registered in India on 13 August 2013. Its registered office address is: at 791 Sector-10A, Gurgaon, Haryana, India.",https://www.reuters.com/investigates/special-report/usa-hackers-litigation/,,,77.225,28.6353
266,Holding Company,CyberRoot Group,India,South Asia,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,,https://www.zaubacorp.com/director/ANITA/06859157,,,77.225,28.6353
268,Holding Company,Cyber Root Limited,United Kingdom,Europe and Eurasia,CyberRoot,India,2022,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,,https://find-and-update.company-information.service.gov.uk/company/14414734,,,-0.126236,51.5002
269,Individual,Vijay Singh Bisht,,,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,"CyberRoot Risk Advisory Privaet Limited is owned equally by Vijay Singh Bisht , Chiranshu Ahuja and Vibhor Sharma.",https://www.reuters.com/investigates/special-report/usa-hackers-litigation/,,,,
270,Individual,Ankit Kumar Sharma ,,,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Director/Officer,https://opencorporates.com/companies/in/AAV-0082/events,,,,
271,Individual,Anita,,,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Director of CyberRoot Group,https://www.zaubacorp.com/director/ANITA/06859157,,,,
272,Individual,Chiranshu Ahuja,,,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,"CyberRoot Risk Advisory Privaet Limited is owned equally by Vijay Singh Bisht , Chiranshu Ahuja and Vibhor Sharma.",https://www.reuters.com/investigates/special-report/usa-hackers-litigation/,,,,
273,Individual,Vibhor Sharma,,,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,"CyberRoot Risk Advisory Privaet Limited is owned equally by Vijay Singh Bisht , Chiranshu Ahuja and Vibhor Sharma.",https://www.reuters.com/investigates/special-report/usa-hackers-litigation/,,,,
